#disease	pathway	Pvalue	adjPvalue
C0001197	GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	3.09423744351383e-06	0.00138543045903703
C0001197	GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	5.88547741642598e-06	0.00233556891404715
C0001206	GO_DETERMINATION_OF_ADULT_LIFESPAN	2.61214080149764e-07	0.000190635858998337
C0001206	GO_MULTICELLULAR_ORGANISM_AGING	3.51175588823988e-06	0.00152332673161096
C0001206	GO_REGULATION_OF_BLOOD_PRESSURE	1.51739904722369e-05	0.00492831019271549
C0001206	GO_RESPONSE_TO_CARBOHYDRATE	2.03664658110378e-05	0.00632565498255801
C0001206	GO_CELLULAR_RESPONSE_TO_DRUG	4.88049812928819e-05	0.0124709781283623
C0001206	GO_RESPONSE_TO_DRUG	5.14698675891471e-05	0.0127989765886543
C0001206	GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS	5.58169628097844e-05	0.0135525160800768
C0001206	GO_RESPONSE_TO_NUTRIENT	5.95509237929562e-05	0.0142416136243
C0001206	GO_RESPONSE_TO_FATTY_ACID	6.62326397164323e-05	0.015333776612884
C0001206	GO_RESPONSE_TO_NITROGEN_COMPOUND	8.62424826088726e-05	0.0185319183121366
C0001231	GO_CELL_CELL_SIGNALING	0.000226234312151125	0.0367955384230904
C0001231	GO_REGULATION_OF_CELL_DEATH	0.000586700036615708	0.0734301915834578
C0001231	GO_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	0.000648396882381509	0.0779935494651891
C0001231	GO_NEGATIVE_REGULATION_OF_CELL_COMMUNICATION	0.000973174559898001	0.1050800490655
C0001231	GO_ORGANIC_ANION_TRANSPORT	0.00236598610804268	0.201438984167228
C0001231	GO_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	0.00304007598242352	0.24153780138494
C0001231	GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	0.00364319327584846	0.277874847314622
C0001231	GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION	0.00397742707395505	0.296276010957698
C0001231	GO_REGULATION_OF_CELL_PROLIFERATION	0.00440799403148765	0.319339931173901
C0001231	GO_ANION_TRANSPORT	0.00453646647937589	0.326166270880992
C0001338	GO_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	6.82374383994899e-07	0.000415852972463292
C0001338	GO_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	8.86326209922063e-07	0.000513716497261393
C0001338	GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1.25890698230173e-06	0.000685683039521708
C0001338	GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.10013057428995e-06	0.00102937667205667
C0001338	GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	6.21353914681544e-06	0.00242851432036407
C0001338	GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	8.91110935663835e-06	0.00324484194454327
C0001338	GO_REGULATION_OF_INTERFERON_BETA_PRODUCTION	1.5122619538268e-05	0.00492706184049627
C0001338	GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	1.5122619538268e-05	0.00492706184049627
C0001338	GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	1.51739904722369e-05	0.00492831019271549
C0001338	GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	1.82133933593951e-05	0.00574179449502236
C0001403	GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	2.92981363780421e-06	0.0013341502136832
C0001403	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	5.11438124828553e-05	0.0127382669537507
C0001403	GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION	8.57400321369529e-05	0.0184480530516047
C0001403	GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.000248613438552211	0.0391546806659466
C0001403	GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	0.00134711956378712	0.133738667048204
C0001403	GO_CHONDROCYTE_DIFFERENTIATION	0.0013844857711599	0.135949896464998
C0001403	GO_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	0.0014941057847143	0.143276816674913
C0001403	GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	0.00163151898732529	0.15242495322683
C0001403	GO_NEURON_DIFFERENTIATION	0.00404138098445936	0.299117276598791
C0001403	GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.00413349064362748	0.305586891643012
C0001627	GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	7.84223929163326e-05	0.0175973969233591
C0001627	GO_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	8.56853472178717e-05	0.0184480530516047
C0001627	GO_PROSTATE_GLAND_GROWTH	8.56853472178717e-05	0.0184480530516047
C0001627	GO_REGULATION_OF_SYSTEM_PROCESS	9.08738534784879e-05	0.019286765835373
C0001627	GO_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	0.000130680418430692	0.0246158574599966
C0001627	GO_RESPONSE_TO_EPINEPHRINE	0.000130680418430692	0.0246158574599966
C0001627	GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	0.000141727574226224	0.0263305576163568
C0001627	GO_REGULATION_OF_BLOOD_CIRCULATION	0.000221714245688482	0.0363402650707028
C0001627	GO_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	0.000321453321449061	0.0475894141240219
C0001627	GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM	0.000321453321449061	0.0475894141240219
C0001733	GO_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	1.3505847271978e-05	0.00455886355285915
C0001733	GO_LEUKOCYTE_MIGRATION	5.95509237929562e-05	0.0142416136243
C0001733	GO_REGULATION_OF_FIBRINOLYSIS	0.000130680418430692	0.0246158574599966
C0001733	GO_RESPONSE_TO_ACID_CHEMICAL	0.000168833294135676	0.0300544277675332
C0001733	GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION	0.000185006154700052	0.0318165572873712
C0001733	GO_POSITIVE_REGULATION_OF_COAGULATION	0.000361320237205548	0.0518313333602896
C0001733	GO_BILE_ACID_AND_BILE_SALT_TRANSPORT	0.000361320237205548	0.0518313333602896
C0001733	GO_DIGESTIVE_SYSTEM_DEVELOPMENT	0.000399737934591526	0.0559569442694963
C0001733	GO_INFLAMMATORY_RESPONSE	0.000405568568223824	0.0560909574907755
C0001733	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	0.000412276828314248	0.0568116280390082
C0001768	GO_REGULATION_OF_CELL_ACTIVATION	1.61993205258273e-08	1.85222511128015e-05
C0001768	GO_REGULATION_OF_B_CELL_ACTIVATION	3.23680910446102e-08	3.35573785578353e-05
C0001768	GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	7.42896188726874e-08	6.76933719036328e-05
C0001768	GO_IMMUNE_RESPONSE	1.09203705132315e-07	9.2472919024186e-05
C0001768	GO_REGULATION_OF_B_CELL_PROLIFERATION	1.61732506209665e-07	0.000129893391536185
C0001768	GO_IMMUNE_SYSTEM_PROCESS	5.55960591088142e-07	0.000354223041608013
C0001768	GO_LEUKOCYTE_PROLIFERATION	5.63747778364829e-07	0.000355988907208008
C0001768	GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	6.95604481438551e-07	0.000422020155977005
C0001768	GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	8.59926377301451e-07	0.000506271991045599
C0001768	GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	9.73563082018972e-07	0.000555934128110841
C0001787	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	2.56065273629614e-08	2.77967617875917e-05
C0001787	GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	9.82694846849122e-08	8.54213213611198e-05
C0001787	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	2.46675013832342e-07	0.000184787132933573
C0001787	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	2.56615416791662e-07	0.000190556202871778
C0001787	GO_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	3.5123204121034e-07	0.000243846900358137
C0001787	GO_REGULATION_OF_FEVER_GENERATION	3.72843133580307e-07	0.000255173942064098
C0001787	GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	5.12219876080374e-07	0.000331478193850183
C0001787	GO_REGULATION_OF_HEAT_GENERATION	6.82374383994899e-07	0.000415852972463292
C0001787	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	7.30231768815479e-07	0.000437520478323263
C0001787	GO_REGULATION_OF_STEROID_METABOLIC_PROCESS	7.93105463755155e-07	0.000471066365787427
C0001824	GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	3.42045633526009e-11	9.21525349396633e-08
C0001824	GO_POSITIVE_REGULATION_OF_STAT_CASCADE	9.00928429335954e-11	2.14393091045245e-07
C0001824	GO_REGULATION_OF_STAT_CASCADE	7.03912421356361e-10	1.2836432849023e-06
C0001824	GO_IMMUNE_SYSTEM_DEVELOPMENT	2.7880975514636e-09	4.13231183145793e-06
C0001824	GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	6.43141736660874e-09	8.48152554535538e-06
C0001824	GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	1.99313964654911e-08	2.22438077721578e-05
C0001824	GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	2.2301745914962e-07	0.000170339888837929
C0001824	GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	2.2301745914962e-07	0.000170339888837929
C0001824	GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	2.86231921909459e-07	0.000204659066603537
C0001824	GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	6.68947533176306e-07	0.000413220614916322
C0001849	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.14184771572161e-11	3.45109292268184e-08
C0001849	GO_RESPONSE_TO_ABIOTIC_STIMULUS	7.78410018699547e-09	1.00059153125571e-05
C0001849	GO_POSITIVE_REGULATION_OF_MAPK_CASCADE	2.58597332790213e-08	2.78865416366189e-05
C0001849	GO_REGULATION_OF_MAPK_CASCADE	1.85182322455411e-07	0.000145122262563864
C0001849	GO_BEHAVIORAL_RESPONSE_TO_COCAINE	3.72843133580307e-07	0.000255173942064098
C0001849	GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	7.25588583108726e-07	0.000437520478323263
C0001849	GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	1.10885072551485e-06	0.000618385862405065
C0001849	GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	1.51571831625403e-06	0.000795004574839983
C0001849	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1.99352286380172e-06	0.000997911655680752
C0001849	GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	2.03044144134614e-06	0.00100754661685408
C0001890	GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	9.19421525174578e-10	1.61932699579495e-06
C0001890	GO_TRANSMEMBRANE_TRANSPORT	1.19813546374321e-09	2.00120748995095e-06
C0001890	GO_ION_TRANSPORT	5.41831162231267e-09	7.26058681198344e-06
C0001890	GO_ION_TRANSMEMBRANE_TRANSPORT	1.06906738396638e-08	1.30651410638494e-05
C0001890	GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	3.72843133580307e-07	0.000255173942064098
C0001890	GO_REGULATION_OF_MEMBRANE_POTENTIAL	9.62113937895349e-06	0.00346328136625571
C0001890	GO_SYNAPTIC_SIGNALING	1.08029306317855e-05	0.00382493556104628
C0001890	GO_ANION_TRANSPORT	1.23688214693997e-05	0.00423679751311074
C0001890	GO_LOCOMOTORY_BEHAVIOR	1.63676219917861e-05	0.00526727449408595
C0001890	GO_MEMBRANE_DEPOLARIZATION	3.99656139200818e-05	0.0105825238575768
C0001957	GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	8.56853472178717e-05	0.0184480530516047
C0001957	GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	0.000141727574226224	0.0263305576163568
C0001957	GO_SYNAPTIC_SIGNALING	0.000256848299310418	0.0402175503829787
C0001957	GO_POSITIVE_REGULATION_OF_HEART_RATE	0.000283882357816735	0.0432316825648096
C0001957	GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION	0.000594881603778617	0.0737852650104393
C0001957	GO_POSITIVE_REGULATION_OF_VASODILATION	0.000648396882381509	0.0779935494651891
C0001957	GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	0.00101660421090969	0.107968772827924
C0001957	GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	0.00115714528704229	0.119114997853031
C0001957	GO_REGULATION_OF_VASODILATION	0.00130650965815509	0.130189853713948
C0001957	GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.00154699632564677	0.146891874945547
C0002066	GO_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	7.98175523566033e-17	1.10193707383627e-12
C0002066	GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	1.31477836085974e-15	1.2947362034906e-11
C0002066	GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	5.262330753915e-14	3.14952079108324e-10
C0002066	GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	1.00658723816581e-12	4.19743835486827e-09
C0002066	GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	3.59239038124373e-12	1.26933719123108e-08
C0002066	GO_SMALL_MOLECULE_CATABOLIC_PROCESS	5.15214432763297e-11	1.30676959649076e-07
C0002066	GO_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	5.57909920546148e-11	1.39092984980101e-07
C0002066	GO_ORGANIC_ACID_CATABOLIC_PROCESS	1.58116386970851e-10	3.49311569040996e-07
C0002066	GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	4.05252090405568e-10	8.06882148857964e-07
C0002066	GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	3.27663657259184e-09	4.73847393383875e-06
C0002170	GO_MITOTIC_SISTER_CHROMATID_COHESION	1.09025991846505e-07	9.2472919024186e-05
C0002170	GO_SISTER_CHROMATID_COHESION	3.5123204121034e-07	0.000243846900358137
C0002170	GO_SISTER_CHROMATID_SEGREGATION	4.32864514086971e-06	0.00181090346863127
C0002170	GO_NUCLEAR_CHROMOSOME_SEGREGATION	9.71947828287778e-06	0.00349257962766131
C0002170	GO_CHROMOSOME_SEGREGATION	1.51739904722369e-05	0.00492831019271549
C0002170	GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	4.43157689855191e-05	0.0115583428739674
C0002170	GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	4.5729070014571e-05	0.0118568101147225
C0002170	GO_PROTEIN_SUMOYLATION	4.5729070014571e-05	0.0118568101147225
C0002170	GO_MITOTIC_NUCLEAR_DIVISION	4.77972981905548e-05	0.0123168940442888
C0002170	GO_MEIOTIC_CELL_CYCLE_PROCESS	7.42086209257229e-05	0.0167821898012429
C0002171	GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	3.63062216689215e-13	1.7327727784341e-09
C0002171	GO_LEUKOCYTE_CHEMOTAXIS	5.48210856651913e-13	2.42306592159587e-09
C0002171	GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	8.48944994781418e-13	3.58486023321152e-09
C0002171	GO_CELL_CHEMOTAXIS	7.4886688247393e-12	2.42558791516061e-08
C0002171	GO_RESPONSE_TO_BACTERIUM	1.29089147796572e-11	3.86166099390748e-08
C0002171	GO_CELLULAR_RESPONSE_TO_LIPID	4.0600310822203e-10	8.07039894371308e-07
C0002171	GO_LEUKOCYTE_MIGRATION	4.46552941929049e-10	8.71647373636932e-07
C0002171	GO_RESPONSE_TO_BIOTIC_STIMULUS	4.56461432332286e-10	8.8675427549269e-07
C0002171	GO_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	7.77984344834577e-10	1.40006210026448e-06
C0002171	GO_RESPONSE_TO_LIPID	2.95592124816303e-09	4.34490602636575e-06
C0002312	GO_OXYGEN_TRANSPORT	1.60880065694386e-12	6.33491775735879e-09
C0002312	GO_GAS_TRANSPORT	1.0428757279705e-11	3.21416479064734e-08
C0002312	GO_REGULATION_OF_BODY_FLUID_LEVELS	1.03688595351644e-07	8.90771844822691e-05
C0002312	GO_HEMOSTASIS	7.19736111618287e-06	0.00272408763380779
C0002312	GO_WOUND_HEALING	4.13979342070472e-05	0.010894666008667
C0002312	GO_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	8.56853472178717e-05	0.0184480530516047
C0002312	GO_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	8.56853472178717e-05	0.0184480530516047
C0002312	GO_RESPONSE_TO_WOUNDING	0.00010043064463857	0.0207414260306431
C0002312	GO_PYRIMIDINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	0.000130680418430692	0.0246158574599966
C0002312	GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	0.000156680027240032	0.0282964926549326
C0002382	GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	2.05103610499558e-07	0.00015848315309097
C0002382	GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE	1.12708440343645e-06	0.000622004264268805
C0002382	GO_REGULATION_OF_CYTOKINE_SECRETION	6.46896101895002e-06	0.00249814818089854
C0002382	GO_REGULATION_OF_LIPID_STORAGE	7.96812698464067e-06	0.00296354793737269
C0002382	GO_DEFENSE_RESPONSE_TO_BACTERIUM	1.46019324204632e-05	0.00480908038718883
C0002382	GO_INFLAMMATORY_RESPONSE	1.93048230686475e-05	0.0060404479563722
C0002382	GO_REGULATION_OF_OSSIFICATION	2.18469782664898e-05	0.0066710214965835
C0002382	GO_RESPONSE_TO_BIOTIC_STIMULUS	2.22162347659658e-05	0.00675988142839326
C0002382	GO_NEGATIVE_REGULATION_OF_BONE_RESORPTION	2.38845171952269e-05	0.00712827277244776
C0002382	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	3.72727114854339e-05	0.010018979820288
C0002395	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	2.56065273629614e-08	2.77967617875917e-05
C0002395	GO_RESPONSE_TO_DRUG	5.89985688193122e-08	5.62062524837204e-05
C0002395	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	2.46675013832342e-07	0.000184787132933573
C0002395	GO_RESPONSE_TO_EXTERNAL_STIMULUS	5.61022794666211e-07	0.000355988907208008
C0002395	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	7.30231768815479e-07	0.000437520478323263
C0002395	GO_REGULATION_OF_HORMONE_SECRETION	1.93536974962393e-06	0.000973845902429346
C0002395	GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	2.03044144134614e-06	0.00100754661685408
C0002395	GO_REGULATION_OF_CYTOKINE_PRODUCTION	2.32312953674322e-06	0.00111462883290715
C0002395	GO_REGULATION_OF_SYSTEM_PROCESS	4.20903417422451e-06	0.00176474835653337
C0002395	GO_RESPONSE_TO_INTERFERON_GAMMA	4.32864514086971e-06	0.00181090346863127
C0002631	GO_ACUTE_PHASE_RESPONSE	1.42817373926059e-07	0.000116446066521665
C0002631	GO_REGULATION_OF_CELL_CELL_ADHESION	1.81151158824076e-07	0.000142505045085363
C0002631	GO_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	2.30226509736759e-07	0.000174274203565666
C0002631	GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	5.12219876080374e-07	0.000331478193850183
C0002631	GO_REGULATION_OF_CHEMOKINE_BIOSYNTHETIC_PROCESS	5.12219876080374e-07	0.000331478193850183
C0002631	GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	6.68947533176306e-07	0.000413220614916322
C0002631	GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	6.96811736563781e-07	0.000422020155977005
C0002631	GO_ACUTE_INFLAMMATORY_RESPONSE	9.30853534897704e-07	0.000535965086131303
C0002631	GO_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	1.25890698230173e-06	0.000685683039521708
C0002631	GO_NEGATIVE_REGULATION_OF_CELL_DEATH	2.13574949006627e-06	0.00104381429039325
C0002726	GO_RESPONSE_TO_OXYGEN_RADICAL	1.40764753178396e-06	0.000749601504123564
C0002726	GO_RESPONSE_TO_OXIDATIVE_STRESS	9.3975197732179e-06	0.00339077785105919
C0002726	GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	0.000130680418430692	0.0246158574599966
C0002726	GO_RESPONSE_TO_FOLIC_ACID	0.000130680418430692	0.0246158574599966
C0002726	GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	0.000326190146048331	0.0482564273996372
C0002726	GO_MUSCLE_ADAPTATION	0.000403477023345795	0.0559569442694963
C0002726	GO_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	0.000492877374319441	0.0645403638800326
C0002726	GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	0.00051092819055257	0.0663187640353151
C0002726	GO_REGULATION_OF_CELL_DEATH	0.000586700036615708	0.0734301915834578
C0002726	GO_SUPEROXIDE_METABOLIC_PROCESS	0.000594881603778617	0.0737852650104393
C0002736	GO_RESPONSE_TO_OXIDATIVE_STRESS	9.3975197732179e-06	0.00339077785105919
C0002736	GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	2.44566511397221e-05	0.00725686159525375
C0002736	GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	2.67668386657312e-05	0.00780266461620825
C0002736	GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	3.58490356416651e-05	0.00973264817145274
C0002736	GO_BEHAVIOR	5.31756882717983e-05	0.0131230037199587
C0002736	GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	6.11564538474985e-05	0.0145835740872913
C0002736	GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	6.36949970672992e-05	0.0150656362586841
C0002736	GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	7.90131087735373e-05	0.0177278560875528
C0002736	GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	9.1997840752277e-05	0.0193924967971866
C0002736	GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	0.000123582283280847	0.0240014266331957
C0002768	GO_REGULATION_OF_ION_TRANSPORT	6.22527426760411e-06	0.00243193397448066
C0002768	GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	2.68971647107188e-05	0.00783038008313062
C0002768	GO_REGULATION_OF_TRANSPORTER_ACTIVITY	3.04715753711439e-05	0.00857937679758524
C0002768	GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	7.14663723087887e-05	0.0163029984806989
C0002768	GO_REGULATION_OF_SYSTEM_PROCESS	9.08738534784879e-05	0.019286765835373
C0002768	GO_ION_TRANSPORT	0.000107349288131711	0.0214485610603679
C0002768	GO_REGULATION_OF_HEART_RATE	0.000141727574226224	0.0263305576163568
C0002768	GO_AGING	0.000146166680546851	0.0270465771979629
C0002768	GO_CATION_TRANSPORT	0.0001525458612273	0.0281065728771826
C0002768	GO_REGULATION_OF_MEMBRANE_POTENTIAL	0.000234450290835613	0.0378514461297981
