#disease	pathway	Pvalue	adjPvalue
C0001197	GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY	9.47334874817574e-33	6.36981589480203e-30
C0001197	GO_ENDOPEPTIDASE_ACTIVITY	5.62902210565773e-17	1.41561084507521e-14
C0001197	GO_PEPTIDASE_ACTIVITY	1.49534680278517e-15	3.38010253848874e-13
C0001197	GO_TBP_CLASS_PROTEIN_BINDING	3.53540493786828e-09	4.12440879010728e-07
C0001197	GO_PEPTIDASE_ACTIVATOR_ACTIVITY	8.55462578311849e-09	9.49915621156805e-07
C0001197	GO_PEPTIDASE_REGULATOR_ACTIVITY	3.92580953798247e-06	0.000282047796480268
C0001197	GO_PROTEASOME_BINDING	6.14018513268079e-06	0.000422879416372498
C0001197	GO_TRANSCRIPTION_FACTOR_BINDING	1.7101068562084e-05	0.0010805596184023
C0001197	GO_PEPTIDE_ANTIGEN_BINDING	6.42390879944699e-05	0.0035403962134443
C0001197	GO_MHC_CLASS_II_RECEPTOR_ACTIVITY	7.48003145105813e-05	0.00403439325452572
C0001206	GO_RECEPTOR_BINDING	6.69483711471223e-23	2.52136347044029e-20
C0001206	GO_HORMONE_ACTIVITY	6.52903715405341e-15	1.39197020782358e-12
C0001206	GO_IDENTICAL_PROTEIN_BINDING	3.77465179871793e-09	4.3917171761182e-07
C0001206	GO_PHOSPHATASE_BINDING	2.74396814895713e-07	2.45253474449415e-05
C0001206	GO_TETRAPYRROLE_BINDING	3.91572936726013e-07	3.40021150926761e-05
C0001206	GO_MACROMOLECULAR_COMPLEX_BINDING	4.41689032285074e-07	3.78898955691509e-05
C0001206	GO_INSULIN_RECEPTOR_SUBSTRATE_BINDING	7.34724154329459e-07	6.05388308199703e-05
C0001206	GO_PROTEIN_COMPLEX_BINDING	1.1808640903797e-06	9.39331475223511e-05
C0001206	GO_PROTEIN_PHOSPHATASE_BINDING	3.09771862081552e-06	0.000228207538267176
C0001206	GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	3.41827587839606e-06	0.000248207107659263
C0001231	GO_RECEPTOR_BINDING	3.22136723792507e-55	5.61840083060473e-52
C0001231	GO_GROWTH_FACTOR_ACTIVITY	1.24288609028422e-36	1.01435387749272e-33
C0001231	GO_HORMONE_ACTIVITY	8.51025963774774e-35	6.32039773578515e-32
C0001231	GO_CYTOKINE_ACTIVITY	6.30362735610847e-22	2.23610528524852e-19
C0001231	GO_CYTOKINE_RECEPTOR_BINDING	2.52763173408766e-20	8.06765247399582e-18
C0001231	GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	3.32756610612804e-16	7.85274861405513e-14
C0001231	GO_GROWTH_FACTOR_RECEPTOR_BINDING	2.57979560917226e-13	4.77010090335576e-11
C0001231	GO_NEUROPEPTIDE_HORMONE_ACTIVITY	4.7257228725187e-10	6.19584552027825e-08
C0001231	GO_NEUROPEPTIDE_RECEPTOR_BINDING	6.52142279856888e-10	8.37600454213114e-08
C0001231	GO_HEPARIN_BINDING	2.16356888203094e-09	2.59961686661224e-07
C0001338	GO_ENZYME_BINDING	2.58176073918277e-13	4.77010090335576e-11
C0001338	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	8.99950031440305e-13	1.57872092725659e-10
C0001338	GO_IDENTICAL_PROTEIN_BINDING	5.85190822132648e-12	9.48540974591436e-10
C0001338	GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	7.02868478306791e-12	1.12995466566482e-09
C0001338	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING	4.18452490981552e-11	6.17434416676974e-09
C0001338	GO_SIGNAL_TRANSDUCER_ACTIVITY	1.19841017761243e-10	1.67459057382044e-08
C0001338	GO_CYTOKINE_RECEPTOR_BINDING	4.936354775516e-10	6.46273512339945e-08
C0001338	GO_THIOESTERASE_BINDING	5.19523191139645e-08	5.16469201086201e-06
C0001338	GO_KINASE_BINDING	2.52673122707146e-07	2.26659208005174e-05
C0001338	GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	4.1919642517944e-07	3.61301751261814e-05
C0001403	GO_NUCLEIC_ACID_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	5.76241179888611e-70	1.95508728190927e-66
C0001403	GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING	3.60851175711276e-62	8.63909267259934e-59
C0001403	GO_SEQUENCE_SPECIFIC_DNA_BINDING	2.80813447174548e-54	4.6995077250812e-51
C0001403	GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY_SEQUENCE_SPECIFIC_DNA_BINDING	9.10296490589079e-52	1.37684068097869e-48
C0001403	GO_DOUBLE_STRANDED_DNA_BINDING	5.96844174253424e-46	7.14045955049932e-43
C0001403	GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING	1.20760087291512e-35	9.39224217221984e-33
C0001403	GO_CORE_PROMOTER_PROXIMAL_REGION_DNA_BINDING	4.54380766334128e-32	2.94137339988996e-29
C0001403	GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_BINDING	3.7362204642388e-30	2.18344598237249e-27
C0001403	GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING	9.91665225969777e-25	4.21237175854854e-22
C0001403	GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_BINDING	4.21570924142865e-19	1.22945128232091e-16
C0001627	GO_TETRAPYRROLE_BINDING	7.13568967937357e-39	6.42259395924914e-36
C0001627	GO_MONOOXYGENASE_ACTIVITY	2.01218382563044e-32	1.32804744097635e-29
C0001627	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	6.66735749618625e-32	4.26752151534083e-29
C0001627	GO_IRON_ION_BINDING	1.44327312261977e-29	8.13349603552388e-27
C0001627	GO_OXIDOREDUCTASE_ACTIVITY	7.533011673377e-29	4.07276859699659e-26
C0001627	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	1.63328060501766e-28	8.63820207286684e-26
C0001627	GO_STEROID_HYDROXYLASE_ACTIVITY	1.55277468047363e-26	7.40323418455274e-24
C0001627	GO_OXYGEN_BINDING	4.56033666257505e-23	1.75011344437991e-20
C0001627	GO_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY	1.80722889148347e-15	4.04482111680075e-13
C0001627	GO_STEROID_DEHYDROGENASE_ACTIVITY	1.30171624690688e-12	2.23410338443596e-10
C0001733	GO_PEPTIDASE_REGULATOR_ACTIVITY	4.25603521101176e-15	9.22948372016034e-13
C0001733	GO_PEPTIDASE_INHIBITOR_ACTIVITY	3.31243699165171e-14	6.645639598584e-12
C0001733	GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	1.03000152089845e-12	1.79399857822758e-10
C0001733	GO_ENZYME_INHIBITOR_ACTIVITY	5.52083530071797e-10	7.16637219074584e-08
C0001733	GO_EXTRACELLULAR_MATRIX_BINDING	1.29136947929323e-09	1.60165220678687e-07
C0001733	GO_HEPARIN_BINDING	2.16356888203094e-09	2.59961686661224e-07
C0001733	GO_GLYCOSAMINOGLYCAN_BINDING	2.21458998545313e-09	2.64882863789736e-07
C0001733	GO_SULFUR_COMPOUND_BINDING	1.73211493973656e-08	1.85180500417558e-06
C0001733	GO_SERINE_HYDROLASE_ACTIVITY	3.28565220580091e-08	3.36503165696343e-06
C0001733	GO_RECEPTOR_BINDING	4.28935802774897e-08	4.3095222278933e-06
C0001768	GO_IMMUNOGLOBULIN_RECEPTOR_BINDING	7.48717614959706e-30	4.28187105527481e-27
C0001768	GO_ANTIGEN_BINDING	6.16116276692921e-26	2.81576647066304e-23
C0001768	GO_SIGNALING_ADAPTOR_ACTIVITY	6.10014497212872e-23	2.30840488729855e-20
C0001768	GO_RECEPTOR_BINDING	2.2961534287439e-18	6.36564381322541e-16
C0001768	GO_BINDING_BRIDGING	3.4614965716898e-16	8.15496387955023e-14
C0001768	GO_SH3_SH2_ADAPTOR_ACTIVITY	3.5759892115306e-15	7.81230080745486e-13
C0001768	GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	1.07361930711532e-14	2.24971551234092e-12
C0001768	GO_SIGNAL_TRANSDUCER_ACTIVITY	7.27246451826682e-13	1.28641125642155e-10
C0001768	GO_KINASE_BINDING	3.19533946609823e-11	4.76722090098707e-09
C0001768	GO_PROTEIN_TYROSINE_KINASE_ACTIVITY	3.49784255260745e-11	5.20022272046376e-09
C0001787	GO_RECEPTOR_BINDING	1.64036169024041e-17	4.27984112683079e-15
C0001787	GO_IDENTICAL_PROTEIN_BINDING	1.74554610769404e-13	3.27703125361107e-11
C0001787	GO_NADP_BINDING	6.88784557737149e-09	7.74864450482673e-07
C0001787	GO_HORMONE_ACTIVITY	4.67195489824015e-07	3.97219179623137e-05
C0001787	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	7.78286107031698e-07	6.39129500336001e-05
C0001787	GO_CELL_ADHESION_MOLECULE_BINDING	3.3492344615156e-06	0.000244604862696335
C0001787	GO_PROTEIN_COMPLEX_BINDING	4.67596800502302e-06	0.000329256382190094
C0001787	GO_TETRAPYRROLE_BINDING	5.32289496546588e-06	0.000372544314487099
C0001787	GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	8.1775987144945e-06	0.000550484807491132
C0001787	GO_GROWTH_FACTOR_ACTIVITY	8.72462530259864e-06	0.00058493982642426
C0001824	GO_CYTOKINE_ACTIVITY	1.10175484652529e-43	1.20030680027268e-40
C0001824	GO_GROWTH_FACTOR_ACTIVITY	6.37651244794748e-42	6.52729423434185e-39
C0001824	GO_RECEPTOR_BINDING	3.72643258832691e-39	3.41418269477592e-36
C0001824	GO_CYTOKINE_RECEPTOR_BINDING	3.06779737029133e-24	1.2679411635164e-21
C0001824	GO_GROWTH_FACTOR_RECEPTOR_BINDING	2.1303309466821e-23	8.36212300700031e-21
C0001824	GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	5.270004483443e-11	7.68138307460511e-09
C0001824	GO_GLYCOSAMINOGLYCAN_BINDING	1.66133939630967e-10	2.28998943291618e-08
C0001824	GO_HEPARIN_BINDING	2.16356888203094e-09	2.59961686661224e-07
C0001824	GO_RAS_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	2.20870024431883e-09	2.64882863789736e-07
C0001824	GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	1.0138768817507e-08	1.11771151505113e-06
C0001849	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	5.06973928180948e-40	4.76815704338449e-37
C0001849	GO_SIGNALING_RECEPTOR_ACTIVITY	6.29244445331898e-30	3.61407883891721e-27
C0001849	GO_RECEPTOR_ACTIVITY	1.01629564677235e-29	5.77034033105527e-27
C0001849	GO_SIGNAL_TRANSDUCER_ACTIVITY	1.84660597800236e-25	8.18001007103221e-23
C0001849	GO_G_PROTEIN_COUPLED_AMINE_RECEPTOR_ACTIVITY	5.74735196857236e-18	1.54752941648643e-15
C0001849	GO_CATECHOLAMINE_BINDING	1.56994434979226e-16	3.80202744802164e-14
C0001849	GO_ADRENERGIC_RECEPTOR_ACTIVITY	1.79291820257997e-13	3.35979332406832e-11
C0001849	GO_G_PROTEIN_COUPLED_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	1.16819422697089e-12	2.01709944944037e-10
C0001849	GO_PEPTIDE_RECEPTOR_ACTIVITY	1.99319956282952e-12	3.36879039713847e-10
C0001849	GO_DRUG_BINDING	1.0530842556101e-11	1.66137693831574e-09
C0001890	GO_GATED_CHANNEL_ACTIVITY	4.1692757511006e-49	5.65163140613179e-46
C0001890	GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4.59490956218185e-48	5.93232705903667e-45
C0001890	GO_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.69158845172192e-44	1.91122319607336e-41
C0001890	GO_TRANSPORTER_ACTIVITY	2.2329929125918e-40	2.14664887231033e-37
C0001890	GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.32311565412942e-32	8.82034080359833e-30
C0001890	GO_CATION_CHANNEL_ACTIVITY	1.03417491049159e-30	6.24650276047437e-28
C0001890	GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.21087652291766e-30	1.30854361584426e-27
C0001890	GO_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.27075621172673e-29	7.17991932530306e-27
C0001890	GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	2.21320775892899e-29	1.23363554238819e-26
C0001890	GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	3.19574596297573e-23	1.24359762391848e-20
C0001957	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	3.13370710327618e-120	4.94877304809085e-115
C0001957	GO_SIGNALING_RECEPTOR_ACTIVITY	4.10638027873833e-82	2.66168214956871e-78
C0001957	GO_RECEPTOR_ACTIVITY	2.59179738621531e-73	1.06185938913241e-69
C0001957	GO_SIGNAL_TRANSDUCER_ACTIVITY	1.84527295474819e-69	6.17625301991488e-66
C0001957	GO_PEPTIDE_RECEPTOR_ACTIVITY	3.46082522313097e-34	2.50913873047039e-31
C0001957	GO_NEUROPEPTIDE_BINDING	1.40473216641227e-28	7.50138204357641e-26
C0001957	GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY	6.57708369630979e-26	3.00032464474875e-23
C0001957	GO_G_PROTEIN_COUPLED_AMINE_RECEPTOR_ACTIVITY	5.79628153334102e-22	2.06393009069378e-19
C0001957	GO_OLFACTORY_RECEPTOR_ACTIVITY	4.96078919517011e-16	1.15215265900494e-13
C0001957	GO_AMIDE_BINDING	1.12171556644813e-15	2.55164475677719e-13
C0002066	GO_GLUTATHIONE_TRANSFERASE_ACTIVITY	3.37847525153818e-13	6.19655966480853e-11
C0002066	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	1.47812619427616e-12	2.5189526655325e-10
C0002066	GO_OLIGOPEPTIDE_BINDING	1.71097323723416e-06	0.000132311506116593
C0002066	GO_COFACTOR_BINDING	3.3549704577325e-05	0.001995587365406
C0002066	GO_NADPH_BINDING	9.91634282683636e-05	0.00517661316006689
C0002066	GO_NADP_BINDING	0.000140323219843927	0.00703125055500867
C0002066	GO_PYRIDOXAL_PHOSPHATE_BINDING	0.000196251836365026	0.0094493752425607
C0002066	GO_HYDROGEN_EXPORTING_ATPASE_ACTIVITY	0.000297849526847508	0.0135018071781414
C0002066	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS	0.000355379571178311	0.0157699871948153
C0002066	GO_RAB_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	0.000355379571178311	0.0157699871948153
C0002170	GO_RECEPTOR_BINDING	1.19945641396379e-10	1.67459057382044e-08
C0002170	GO_HORMONE_ACTIVITY	1.77170811896136e-09	2.15330640882589e-07
C0002170	GO_SIGNALING_RECEPTOR_ACTIVITY	2.9093127722262e-08	3.01533288230766e-06
C0002170	GO_RECEPTOR_ACTIVITY	5.03247767237419e-07	4.25723761266973e-05
C0002170	GO_GROWTH_FACTOR_ACTIVITY	8.68647283066142e-07	7.07879585081097e-05
C0002170	GO_SIGNAL_TRANSDUCER_ACTIVITY	8.86145637517309e-07	7.21158276456006e-05
C0002170	GO_CYTOKINE_ACTIVITY	1.40048611755862e-06	0.000110327134752273
C0002170	GO_CHROMATIN_BINDING	1.46636709503252e-06	0.000115292266636175
C0002170	GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_BINDING	2.18984000352341e-06	0.000166205674959721
C0002170	GO_CYTOKINE_RECEPTOR_BINDING	2.61021290176453e-06	0.000194900982940377
C0002171	GO_CYTOKINE_ACTIVITY	2.4130674820472e-54	4.07169216994044e-51
C0002171	GO_CYTOKINE_RECEPTOR_BINDING	6.58543074701618e-52	1.00524922167862e-48
C0002171	GO_CHEMOKINE_RECEPTOR_BINDING	4.91933620031841e-42	5.0655107616993e-39
C0002171	GO_CHEMOKINE_ACTIVITY	5.53803010451654e-40	5.19733504019374e-37
C0002171	GO_RECEPTOR_BINDING	6.36807332187596e-29	3.45584457153506e-26
C0002171	GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	4.21629429263158e-28	2.19288708741632e-25
C0002171	GO_CCR_CHEMOKINE_RECEPTOR_BINDING	8.65712745352153e-24	3.47230166222142e-21
C0002171	GO_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	1.39439506731017e-21	4.84739386529193e-19
C0002171	GO_CYTOKINE_RECEPTOR_ACTIVITY	1.4037732840495e-20	4.56312477053582e-18
C0002171	GO_C_C_CHEMOKINE_RECEPTOR_ACTIVITY	4.96078919517011e-16	1.15215265900494e-13
C0002312	GO_OXYGEN_BINDING	4.5503435052095e-21	1.53530719870206e-18
C0002312	GO_TETRAPYRROLE_BINDING	1.330248258035e-19	4.0416466917076e-17
C0002312	GO_IRON_ION_BINDING	6.93515384196219e-17	1.73604004945314e-14
C0002312	GO_OXIDOREDUCTASE_ACTIVITY	1.13122404204831e-14	2.36429159323264e-12
C0002312	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR	1.69975266658736e-13	3.19797243604849e-11
C0002312	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	6.54536245278543e-08	6.42072021169622e-06
C0002312	GO_TRANSITION_METAL_ION_BINDING	3.00591391785914e-07	2.64494845117152e-05
C0002312	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	1.30639880347562e-06	0.00010332044620565
C0002312	GO_GLUTATHIONE_TRANSFERASE_ACTIVITY	1.9315066281707e-06	0.000147835488455275
C0002312	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	6.14018513268079e-06	0.000422879416372498
C0002382	GO_RECEPTOR_ACTIVITY	1.23988663655235e-09	1.54259036217076e-07
C0002382	GO_DEATH_RECEPTOR_ACTIVITY	2.46724942693832e-08	2.57652953952239e-06
C0002382	GO_RECEPTOR_BINDING	4.28935802774897e-08	4.3095222278933e-06
C0002382	GO_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_ACTIVITY	2.4564691471726e-06	0.000184212969703194
C0002382	GO_SIGNALING_RECEPTOR_ACTIVITY	2.72774884922496e-06	0.000203018376304904
C0002382	GO_SIGNAL_TRANSDUCER_ACTIVITY	3.26736270190421e-06	0.000240078981267409
C0002382	GO_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	3.41827587839606e-06	0.000248207107659263
C0002382	GO_HYALURONIC_ACID_BINDING	3.41827587839606e-06	0.000248207107659263
C0002382	GO_CYTOKINE_ACTIVITY	1.14101120120329e-05	0.000749199616693326
C0002382	GO_GROWTH_FACTOR_ACTIVITY	7.66789714181383e-05	0.00411444950459158
C0002395	GO_RECEPTOR_BINDING	4.9283967168241e-21	1.65642951183191e-18
C0002395	GO_CYTOKINE_ACTIVITY	8.59618252789007e-12	1.36840039975337e-09
C0002395	GO_IDENTICAL_PROTEIN_BINDING	3.16444388279234e-11	4.73862684645256e-09
C0002395	GO_CYTOKINE_RECEPTOR_BINDING	4.79608190293943e-09	5.53398084615701e-07
C0002395	GO_GROWTH_FACTOR_ACTIVITY	6.02414882648273e-09	6.84617291069987e-07
C0002395	GO_HORMONE_ACTIVITY	3.06600807765165e-08	3.1522540719193e-06
C0002395	GO_COPPER_ION_BINDING	6.3443078583261e-08	6.22437299295058e-06
C0002395	GO_ENZYME_BINDING	1.49722857650111e-06	0.000117362830316332
C0002395	GO_PHOSPHATASE_BINDING	2.34559990840693e-05	0.00144517805873171
C0002395	GO_PROTEIN_PHOSPHATASE_BINDING	3.15235135337221e-05	0.00188481174446478
C0002631	GO_CYTOKINE_ACTIVITY	3.41057623964917e-56	6.21353695021425e-53
C0002631	GO_RECEPTOR_BINDING	3.47828435193041e-44	3.84610129834512e-41
C0002631	GO_CYTOKINE_RECEPTOR_BINDING	1.07034727921275e-35	8.35091052523823e-33
C0002631	GO_GROWTH_FACTOR_ACTIVITY	1.21159592607954e-23	4.81734311714054e-21
C0002631	GO_GROWTH_FACTOR_RECEPTOR_BINDING	5.04749342572557e-16	1.17064648326352e-13
C0002631	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING	7.12632383678857e-13	1.26383163250855e-10
C0002631	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	8.99950031440305e-13	1.57872092725659e-10
C0002631	GO_INTERLEUKIN_1_RECEPTOR_BINDING	3.37374470424459e-10	4.49434539156057e-08
C0002631	GO_CYTOKINE_RECEPTOR_ACTIVITY	2.33580624770092e-06	0.000176336132374635
C0002631	GO_CYTOKINE_BINDING	5.0903420069855e-05	0.00290058409076797
C0002726	GO_PROTEIN_LIPID_COMPLEX_BINDING	6.04533163790057e-14	1.18634374802112e-11
C0002726	GO_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	1.30171624690688e-12	2.23410338443596e-10
C0002726	GO_RECEPTOR_BINDING	4.83504420987629e-12	7.93789876024382e-10
C0002726	GO_APOLIPOPROTEIN_BINDING	9.31011588529229e-12	1.47354225206925e-09
C0002726	GO_CHOLESTEROL_TRANSPORTER_ACTIVITY	1.82823877803932e-10	2.50296313356023e-08
C0002726	GO_IDENTICAL_PROTEIN_BINDING	8.04316197852909e-10	1.02291543168887e-07
C0002726	GO_STEROL_TRANSPORTER_ACTIVITY	9.71555319819907e-10	1.2201973391231e-07
C0002726	GO_BETA_AMYLOID_BINDING	2.06365609843416e-09	2.48575723119006e-07
C0002726	GO_ENZYME_BINDING	9.53994559245137e-09	1.05437293508025e-06
C0002726	GO_LIPID_BINDING	1.51515725607382e-08	1.63271740574362e-06
C0002736	GO_CHOLESTEROL_TRANSPORTER_ACTIVITY	1.82823877803932e-10	2.50296313356023e-08
C0002736	GO_RECEPTOR_BINDING	5.58748430907403e-10	7.24314424301567e-08
C0002736	GO_STEROL_TRANSPORTER_ACTIVITY	9.71555319819907e-10	1.2201973391231e-07
C0002736	GO_IDENTICAL_PROTEIN_BINDING	3.77465179871793e-09	4.3917171761182e-07
C0002736	GO_STEROL_BINDING	1.05514761771357e-08	1.1613663683596e-06
C0002736	GO_ENZYME_BINDING	3.61063084144343e-08	3.67048685178777e-06
C0002736	GO_STEROID_BINDING	1.10316819753845e-06	8.87052729721377e-05
C0002736	GO_CYTOKINE_ACTIVITY	1.40048611755862e-06	0.000110327134752273
C0002736	GO_ALCOHOL_BINDING	4.92612192867071e-06	0.000345686817900095
C0002736	GO_LIPID_TRANSPORTER_ACTIVITY	7.30014162228407e-06	0.000496487370450046
C0002768	GO_SIGNAL_TRANSDUCER_ACTIVITY	1.92113999960453e-24	8.04160502465787e-22
C0002768	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	9.59195627937033e-21	3.14712547505336e-18
C0002768	GO_RECEPTOR_BINDING	3.08506704518692e-19	9.09719291473683e-17
C0002768	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	5.84832814806627e-19	1.69476930172559e-16
C0002768	GO_PROTEIN_TYROSINE_KINASE_ACTIVITY	1.14487254131488e-18	3.2507194311037e-16
C0002768	GO_INSULIN_RECEPTOR_BINDING	3.06921847553216e-16	7.26626964492571e-14
C0002768	GO_RECEPTOR_ACTIVITY	7.11894523994928e-16	1.64208194220988e-13
C0002768	GO_SIGNALING_RECEPTOR_ACTIVITY	1.83478534772099e-15	4.10385244513727e-13
C0002768	GO_SIGNALING_ADAPTOR_ACTIVITY	8.05341349608163e-15	1.69975215109912e-12
C0002768	GO_KINASE_ACTIVITY	1.1577574881685e-13	2.21787930073573e-11
C0002792	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	2.82150531182322e-24	1.1715826172623e-21
C0002792	GO_SIGNALING_RECEPTOR_ACTIVITY	3.01742323211524e-18	8.29375060816121e-16
C0002792	GO_PEPTIDE_RECEPTOR_ACTIVITY	5.50978077465807e-18	1.48724954665841e-15
C0002792	GO_SIGNAL_TRANSDUCER_ACTIVITY	4.28652743487073e-16	9.99429142994714e-14
C0002792	GO_RECEPTOR_ACTIVITY	7.11894523994928e-16	1.64208194220988e-13
